date_str,hour_idx,time_key,resolution_stride,resolution_label,variant,fit_type,smooth,n_valid_spectrum,est_sigmasq,est_range,est_nugget,k_bin,k_mid,k_mean,n_freq,data_k_max,data_spectrum,theory_spectrum_expected,theory_spectrum_scaled,theory_scale_to_data
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,0,0.5729014104765542,0.627252201974578,2,10.885126799054529,34.4697633951696,102.95070812983585,9.364048877255737,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,1,1.7187042314296626,1.695268273838533,18,10.885126799054529,76.21407015583519,49.00118916399815,8.053072248174676,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,2,2.8645070523827707,2.888368177098319,26,10.885126799054529,19.810409015695008,18.78645950877709,7.758007567785854,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,3,4.0103098733358795,4.101153866844383,42,10.885126799054529,7.566218131294543,11.214366826852215,7.712973617362527,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,4,5.156112694288987,5.243474246005946,50,10.885126799054529,7.555701475041855,9.505841715500527,7.702065221916314,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,5,6.301915515242095,6.334396296799058,51,10.885126799054529,7.844879507123064,9.054644391806743,7.698581953433399,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,6,7.447718336195205,7.484202811445298,46,10.885126799054529,6.438228673388807,8.816117257033172,7.696989282149969,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,7,8.593521157148313,8.64988424118374,48,10.885126799054529,9.393017151228735,8.716660430028679,7.696246141486571,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,8,9.739323978101421,9.828990003837582,14,10.885126799054529,3.467761037989978,8.675588311894689,7.6958569602006,0.9100209350324657
20240703,0,2024_07_y24m07day03_hm00:53,8,x8,nugget_free,full,1.0,300,6.133978292917969,1.180362690359259,8.456146583114561,9,10.885126799054529,10.932120873774602,2,10.885126799054529,0.1610969413624124,8.666303153316147,7.695655749941992,0.9100209350324657
